timestamp;numberOfPackets;packetsTotalSize;packetsMean
920987700;1091;199072;182.46746104491294
920987760;1479;387991;262.3333333333333
920987820;1294;305180;235.8423493044822
920987880;2030;603971;297.5226600985222
920987940;1324;250095;188.89350453172204
920988000;1491;512409;343.6680080482897
920988060;1225;316189;258.1134693877551
920988120;1675;563313;336.30626865671644
920988180;2137;679205;317.8310715956949
920988240;2510;919214;366.2207171314741
920988300;1229;249615;203.1041497152156
920988360;1756;712994;406.03302961275625
920988420;2387;778050;325.9530791788856
920988480;3101;586254;189.05320864237342
920988540;1864;442687;237.49302575107296
920988600;2393;473529;197.88090263267864
920988660;1534;293722;191.47457627118644
920988720;1790;445429;248.84301675977653
920988780;1942;623799;321.2147270854789
920988840;1458;332848;228.29080932784638
920988900;726;230229;317.1198347107438
920988960;1322;331156;250.4962178517398
920989020;1071;298524;278.73389355742296
920989080;1460;371436;254.4082191780822
920989140;1069;278584;260.6024321796071
920989200;1485;662559;446.16767676767677
920989260;874;173041;197.98741418764303
920989320;1075;366801;341.2102325581395
920989380;1212;347654;286.84323432343234
920989440;1142;341171;298.7486865148862
920989500;1866;622701;333.7090032154341
920989560;602;199558;331.49169435215947
920989620;265;77001;290.5698113207547
920989680;532;101783;191.32142857142858
920989740;1946;628481;322.96043165467626
920989800;2031;485375;238.98325947808962
920989860;1198;328191;273.949081803005
920989920;2485;789779;317.8185110663984
920989980;2558;776998;303.75215011727914
920990040;6093;3159077;518.4764483833908
920990100;1107;179112;161.79945799457994
920990160;1109;230482;207.82867448151487
920990220;1441;294012;204.03331020124912
920990280;1776;269784;151.90540540540542
920990340;1307;342396;261.9709257842387
920990400;2390;633089;264.8907949790795
920990460;655;198916;303.6885496183206
920990520;868;232530;267.89170506912444
920990580;1351;340145;251.77276091783864
920990640;1222;270112;221.04091653027822
920990700;1467;224367;152.94274028629857
920990760;1642;218334;132.96833130328866
920990820;3297;650839;197.40339702760085
920990880;1160;295473;254.71810344827585
920990940;2350;422068;179.60340425531916
920991000;2505;401559;160.30299401197604
920991060;1675;335689;200.41134328358208
920991120;2241;496896;221.72958500669344
920991180;1692;266358;157.42198581560282
920991240;1499;284562;189.83455637091393
920991300;1494;264069;176.75301204819277
920991360;2396;529890;221.1560934891486
920991420;787;170154;216.20584498094027
920991480;1478;267736;181.14749661705008
920991540;980;296012;302.0530612244898
920991600;1504;558876;371.593085106383
920991660;695;143034;205.80431654676258
920991720;945;90535;95.80423280423281
920991780;2437;611102;250.75995075913008
920991840;3194;872299;273.10551033187227
920991900;1502;274627;182.84087882822902
920991960;998;236969;237.4438877755511
920992020;885;137831;155.74124293785312
920992080;1420;479057;337.36408450704226
920992140;2790;601780;215.69175627240142
920992200;1186;280025;236.1087689713322
920992260;1509;199603;132.2750165672631
920992320;679;69968;103.04565537555229
920992380;1079;150820;139.7775718257646
920992440;2262;582360;257.45358090185675
920992500;1216;307906;253.2121710526316
920992560;1339;354228;264.5466766243465
920992620;1776;413871;233.03547297297297
920992680;2599;618314;237.90457868410928
920992740;2096;282587;134.82204198473283
920992800;1820;380792;209.22637362637363
920992860;1216;229862;189.03125
920992920;1766;386216;218.69535673839184
920992980;2142;642566;299.984126984127
920993040;2772;699856;252.47330447330447
920993100;1798;373678;207.8298109010011
920993160;3331;724528;217.51065746022215
920993220;2315;635150;274.3628509719222
920993280;2468;473088;191.68881685575366
920993340;4593;1092422;237.8449814935772
920993400;3225;488173;151.37147286821704
920993460;3738;1073806;287.2675227394329
920993520;3529;702383;199.03173703598753
920993580;3374;492093;145.84854771784234
920993640;3163;727523;230.0104331331015
920993700;1878;313596;166.98402555910542
920993760;1949;495006;253.9794766546947
920993820;2211;295755;133.7652645861601
920993880;1607;353665;220.07778469197262
920993940;2903;947030;326.22459524629693
920994000;1921;128306;66.79125455491932
920994060;2706;627707;231.96858832224686
920994120;2969;555033;186.9427416638599
920994180;1610;599582;372.4111801242236
920994240;2978;701817;235.66722632639355
920994300;2124;332781;156.67655367231637
920994360;2379;516521;217.11685582177387
920994420;2772;450958;162.68326118326118
920994480;3184;640345;201.11337939698493
920994540;1692;154811;91.49586288416076
920994600;2366;457611;193.4112426035503
920994660;2668;336854;126.25712143928035
920994720;2175;209434;96.29149425287356
920994780;2250;368222;163.65422222222222
920994840;3423;503502;147.09377738825592
920994900;2348;516556;219.99829642248721
920994960;2769;660744;238.62188515709641
920995020;3093;579490;187.35531846104107
920995080;4090;882094;215.67090464547678
920995140;2251;1193487;530.2030208796091
920995200;2529;534025;211.16053776196125
920995260;1974;218549;110.71377912867274
920995320;2210;360923;163.3135746606335
920995380;2533;501016;197.7954994078168
920995440;3026;711342;235.0766688697951
920995500;3951;2509479;635.1503416856492
920995560;1346;218264;162.15750371471026
920995620;2395;433481;180.99415448851775
920995680;4983;929676;186.56953642384107
920995740;2481;742558;299.29786376461107
920995800;2697;529389;196.2880978865406
920995860;2857;399112;139.69618480924046
920995920;2812;692395;246.2286628733997
920995980;1300;383244;294.8030769230769
920996040;1118;286995;256.7039355992844
920996100;1001;140035;139.8951048951049
920996160;2094;289559;138.28032473734478
920996220;1790;212463;118.69441340782123
920996280;742;58914;79.3989218328841
920996340;3150;322705;102.44603174603175
920996400;2060;276481;134.2140776699029
920996460;1613;156745;97.17606943583385
920996520;937;94107;100.43436499466382
920996580;4469;667085;149.26941150145447
920996640;2178;173892;79.84022038567493
920996700;1799;309800;172.20678154530296
920996760;2091;417325;199.5815399330464
920996820;1312;243123;185.30716463414635
920996880;2157;577636;267.79601298099215
920996940;1368;281741;205.95102339181287
920997000;868;201516;232.16129032258064
920997060;1345;302710;225.0631970260223
920997120;1346;288963;214.68276374442794
920997180;2422;566815;234.02766308835672
920997240;2717;675086;248.46742730953258
920997300;3555;737056;207.32939521800282
920997360;4180;1000126;239.2645933014354
920997420;4599;2822009;613.6136116547076
920997480;2879;549769;190.95831886071554
920997540;2902;422141;145.4655410062026
920997600;1430;142029;99.32097902097902
920997660;3532;612390;173.38335220838053
920997720;3628;576798;158.9851157662624
920997780;3523;501067;142.22736304286119
920997840;2221;281321;126.66411526339486
920997900;1569;243578;155.24410452517526
920997960;2373;255715;107.76021913190054
920998020;887;166318;187.50620067643743
920998080;2019;441034;218.44180287270927
920998140;2165;330672;152.73533487297922
920998200;1510;324970;215.21192052980132
920998260;1279;176075;137.66614542611416
920998320;1962;179675;91.57747196738022
920998380;1527;137842;90.26981008513425
920998440;1560;179684;115.18205128205128
920998500;2177;341390;156.81672025723472
920998560;1926;321204;166.77258566978193
920998620;1566;282905;180.65453384418902
920998680;1645;443517;269.6151975683891
920998740;1873;283888;151.56860651361453
920998800;1555;196983;126.67717041800643
920998860;2359;488656;207.1454005934718
920998920;1936;348323;179.91890495867767
920998980;2582;314019;121.61851278079008
920999040;4391;599994;136.64176725119563
920999100;2250;484286;215.23822222222222
920999160;3280;484058;147.57865853658538
920999220;1650;322225;195.28787878787878
920999280;3018;597950;198.12789927104043
920999340;1296;318093;245.44212962962962
920999400;2090;536562;256.72822966507175
920999460;1979;306339;154.79484588175848
920999520;2635;365179;138.5878557874763
920999580;2804;295231;105.28922967189729
920999640;2106;279385;132.66144349477682
920999700;2978;382484;128.43653458697113
920999760;2829;329509;116.47543301519971
920999820;1948;228281;117.18737166324435
920999880;2474;349507;141.27202910266774
920999940;2868;535186;186.60599721059972
921000000;2423;260432;107.48328518365662
921000060;2955;357116;120.85143824027072
921000120;1193;96744;81.09304274937134
921000180;2653;500303;188.5800980022616
921000240;2602;488090;187.5826287471176
921000300;2914;360273;123.63520933424846
921000360;1553;152416;98.14294913071474
921000420;3201;708553;221.3536394876601
921000480;2627;483987;184.23562999619338
921000540;3464;483260;139.50923787528868
921000600;3704;469305;126.70221382289417
921000660;2525;403206;159.68554455445545
921000720;3336;441843;132.44694244604315
921000780;1940;194358;100.18453608247422
921000840;2488;609581;245.00844051446944
921000900;3044;697529;229.1488173455979
921000960;2256;437359;193.86480496453902
921001020;4000;1008651;252.16275
921001080;4394;915597;208.3743741465635
921001140;2825;323785;114.6141592920354
921001200;2034;307692;151.27433628318585
921001260;2296;308803;134.49608013937282
921001320;3476;688711;198.1331990794016
921001380;3707;561053;151.34960884812517
921001440;4250;1444309;339.8374117647059
921001500;1819;396128;217.7724024189115
921001560;2811;733446;260.9199573105656
921001620;3212;902594;281.0068493150685
921001680;2632;489247;185.88411854103344
921001740;2492;461396;185.15088282504013
921001800;3203;988276;308.54698719950045
921001860;5516;3182924;577.0348078317621
921001920;3180;937529;294.82044025157234
921001980;1422;515080;362.22222222222223
921002040;2364;598279;253.07910321489
921002100;2940;625248;212.66938775510204
921002160;2286;677041;296.168416447944
921002220;2639;634040;240.25767336112165
921002280;2380;513616;215.8050420168067
921002340;2915;890327;305.4295025728988
921002400;4628;1565562;338.28046672428695
921002460;2427;522613;215.33292130201895
921002520;1621;264380;163.09685379395435
921002580;2326;652820;280.6620808254514
921002640;2812;508387;180.7919630156472
921002700;2244;429365;191.3391265597148
921002760;2473;495748;200.4642135058633
921002820;3349;858164;256.244849208719
921002880;1364;282164;206.8651026392962
921002940;3339;671281;201.04252770290506
921003000;2617;628745;240.25410775697364
921003060;2052;383190;186.73976608187135
921003120;3092;701298;226.8104786545925
921003180;2142;569927;266.0723622782446
921003240;5587;1507675;269.8541256488276
921003300;3192;795684;249.27443609022558
921003360;4180;749235;179.2428229665072
921003420;3509;830774;236.75520091194073
921003480;2467;392862;159.24685853263074
921003540;1523;263263;172.8581746552856
921003600;2519;397544;157.8181818181818
921003660;1710;464933;271.8906432748538
921003720;1574;397071;252.26874205844982
921003780;1794;400252;223.10590858416944
921003840;1820;440825;242.21153846153845
921003900;1521;350790;230.63116370808677
921003960;1807;464590;257.1057000553403
921004020;2684;804087;299.5853204172876
921004080;1839;471315;256.28874388254485
921004140;1001;159796;159.63636363636363
921004200;2133;544558;255.30145335208627
921004260;1513;407831;269.5512227362855
921004320;2196;643657;293.1042805100182
921004380;2084;487912;234.12284069097888
921004440;2113;591342;279.85896829152864
921004500;1941;484627;249.67903142709943
921004560;2146;593906;276.7502329916123
921004620;2413;558089;231.28429341069207
921004680;1808;427515;236.45741150442478
921004740;1652;298752;180.84261501210653
921004800;3567;988125;277.0185029436501
921004860;4397;1283065;291.8046395269502
921004920;3923;1115520;284.35381085903646
921004980;3444;716534;208.0528455284553
921005040;2767;803318;290.32092518973616
921005100;1760;420605;238.98011363636363
921005160;1514;306104;202.18229854689565
921005220;1925;644895;335.0103896103896
921005280;2767;591757;213.86230574629562
921005340;2295;645623;281.31721132897604
921005400;2414;561209;232.48094449047224
921005460;2684;405692;151.15201192250373
921005520;2598;662235;254.90184757505773
921005580;2449;832196;339.81053491220905
921005640;1623;318712;196.3721503388786
921005700;1759;471103;267.82433200682203
921005760;1726;527447;305.58922363847046
921005820;3158;597878;189.32172260924636
921005880;3516;965578;274.6240045506257
921005940;2370;754034;318.157805907173
921006000;2012;576499;286.5303180914513
921006060;2367;555647;234.7473595268272
921006120;2944;784078;266.3308423913044
921006180;1617;399288;246.9313543599258
921006240;2497;528213;211.5390468562275
921006300;2052;603190;293.9522417153996
921006360;1555;371107;238.6540192926045
921006420;5122;3312889;646.7959781335416
921006480;1345;149429;111.09962825278811
921006540;3308;2025326;612.2509068923821
921006600;4166;1183708;284.13538166106576
921006660;1213;264058;217.69002473206925
921006720;3591;1098936;306.0250626566416
921006780;2835;732320;258.31393298059965
921006840;3496;956398;273.5692219679634
921006900;1568;393371;250.87436224489795
921006960;1995;581782;291.6200501253133
921007020;1909;498714;261.24358302776324
921007080;2966;760170;256.2946729602158
921007140;1933;354083;183.1779617175375
921007200;2766;1061676;383.8308026030369
921007260;1628;420375;258.215601965602
921007320;1577;316873;200.93405199746354
921007380;2175;513966;236.3062068965517
921007440;2712;798771;294.5320796460177
921007500;4167;778472;186.81833453323733
921007560;5007;1015936;202.9031356101458
921007620;5625;1010564;179.6558222222222
921007680;4487;606297;135.12302206373968
921007740;4675;868041;185.6772192513369
921007800;4640;731683;157.69030172413792
921007860;6465;1192758;184.49466357308586
921007920;4216;451748;107.15085388994308
921007980;3892;449006;115.36639260020554
921008040;5166;819941;158.71873790166472
921008100;2143;424718;198.1885207652823
921008160;2713;715465;263.7172871360118
921008220;3403;2531201;743.8145753746694
921008280;1383;224443;162.28705712219812
921008340;2571;387230;150.6145468689226
921008400;1490;153302;102.88724832214766
921008460;2237;307011;137.24228877961556
921008520;1810;151384;83.63756906077349
921008580;2253;324027;143.8202396804261
921008640;2259;574507;254.31916777335104
921008700;575;82878;144.13565217391303
921008760;927;248289;267.84142394822004
921008820;1103;165726;150.25022665457843
921008880;1588;414800;261.20906801007555
921008940;2039;280649;137.64051005394802
921009000;1741;364873;209.5766800689259
921009060;1952;424816;217.63114754098362
921009120;2152;467520;217.24907063197026
921009180;2872;425604;148.1908077994429
921009240;2261;1136863;502.8142414860681
921009300;1854;416640;224.72491909385113
921009360;1055;113851;107.91563981042654
921009420;1573;225457;143.32930705657978
921009480;2875;506120;176.0417391304348
921009540;4790;2697488;563.1498956158664
921009600;3869;1455109;376.0943396226415
921009660;2927;929325;317.5008541168432
921009720;1958;158521;80.96067415730337
921009780;2086;400051;191.77900287631832
921009840;2785;786548;282.4229802513465
921009900;1698;427837;251.96525323910484
921009960;2558;386969;151.2779515246286
921010020;1400;232422;166.0157142857143
921010080;1832;454069;247.8542576419214
921010140;2381;772618;324.4930701385972
921010200;3282;1210157;368.72547227300424
921010260;3656;1911979;522.9701859956236
921010320;1774;528784;298.07440811724916
921010380;2510;357745;142.52788844621514
921010440;3492;847893;242.81013745704468
921010500;4240;1206914;284.6495283018868
921010560;2577;496775;192.77260380287154
921010620;4917;1096501;223.00203376042302
921010680;1923;402687;209.40561622464898
921010740;4750;2352595;495.28315789473686
921010800;2430;774311;318.6465020576132
921010860;2190;686209;313.3374429223744
921010920;2888;702369;243.2025623268698
921010980;2519;666424;264.5589519650655
921011040;3425;960620;280.47299270072995
921011100;1583;336194;212.3777637397347
921011160;2200;452445;205.65681818181818
921011220;1541;483597;313.82024659312134
921011280;4072;1134215;278.54002946954813
921011340;1857;359654;193.67474421109316
921011400;2971;877342;295.30191854594415
921011460;2906;676046;232.63799036476257
921011520;2472;555954;224.9004854368932
921011580;1304;200540;153.7883435582822
921011640;2323;622814;268.10761945759793
921011700;2291;375775;164.02226102138803
921011760;2413;459217;190.30957314546208
921011820;2880;448690;155.79513888888889
921011880;4166;784983;188.42606817090734
921011940;4487;1305022;290.8451080900379
921012000;3808;1088621;285.87736344537814
921012060;4071;1198693;294.44681896339966
921012120;5744;1744224;303.6601671309192
921012180;1509;291746;193.33730947647447
921012240;2652;596963;225.09917043740572
921012300;3101;810803;261.4650112866817
921012360;2584;1075646;416.2716718266254
921012420;3646;800368;219.51947339550193
921012480;4073;946849;232.46967836975202
921012540;2464;614372;249.33928571428572
921012600;3188;717463;225.05112923462985
921012660;4617;1303470;282.3196881091618
921012720;4133;1075658;260.2608274860876
921012780;4349;980420;225.4357323522649
921012840;3253;646567;198.7602213341531
921012900;4937;1157141;234.38140571197084
921012960;4686;1005169;214.50469483568074
921013020;3517;779747;221.7079897640034
921013080;4163;1244365;298.91064136440065
921013140;2656;575478;216.67093373493975
921013200;5617;949021;168.9551361936977
921013260;4550;1614757;354.89164835164837
921013320;5413;1123664;207.58618141511178
921013380;5070;1111443;219.21952662721893
921013440;4039;944435;233.82891804902204
921013500;4978;1168115;234.65548413017277
921013560;6236;1155176;185.2431045542014
921013620;4665;854372;183.14512325830654
921013680;4276;876485;204.97778297474275
921013740;5829;1533432;263.0694801852805
921013800;3099;504391;162.75927718618908
921013860;3443;713781;207.31367993029335
921013920;5624;1363353;242.4169630156472
921013980;4333;1190918;274.8483729517655
921014040;4401;984457;223.68938877527836
921014100;2863;424254;148.1851205029689
921014160;2590;639809;247.03050193050194
921014220;3008;483156;160.62367021276594
921014280;2385;511597;214.50607966457022
921014340;2896;813450;280.88743093922653
921014400;2844;705102;247.92616033755274
921014460;2624;876185;333.9119664634146
921014520;2725;634174;232.72440366972478
921014580;3211;995099;309.9031454375584
921014640;2509;642698;256.15703467516937
921014700;3190;858345;269.0736677115988
921014760;4000;1132968;283.242
921014820;2210;453851;205.36244343891403
921014880;3383;977776;289.02630801064146
921014940;4982;1064420;213.65315134484143
921015000;4624;756567;163.61743079584775
921015060;4051;973065;240.2036534189089
921015120;3680;708085;192.41440217391303
921015180;4392;1291212;293.9918032786885
921015240;2078;557475;268.2747834456208
921015300;2231;821484;368.2133572389063
921015360;1189;207295;174.34398654331372
921015420;3486;820726;235.43488238668962
921015480;2662;413902;155.48534936138242
921015540;5275;1458054;276.4083412322275
921015600;1426;322353;226.0539971949509
921015660;2414;487080;201.77299088649545
921015720;2212;532821;240.87748643761302
921015780;2390;416754;174.37405857740586
921015840;2537;583518;230.00315333070554
921015900;2515;611346;243.07992047713716
921015960;2003;340869;170.17923115327008
921016020;1382;211024;152.6946454413893
921016080;1945;581129;298.7809768637532
921016140;2695;696729;258.5265306122449
921016200;2517;909687;361.41716328963054
921016260;3632;1165052;320.7742290748899
921016320;2792;815984;292.25787965616047
921016380;2186;556122;254.40164684354986
921016440;1953;486206;248.95340501792114
921016500;1620;245129;151.3141975308642
921016560;2840;823157;289.844014084507
921016620;2552;423663;166.0121473354232
921016680;3291;767048;233.0744454573078
921016740;1788;416372;232.8702460850112
921016800;1993;440477;221.0120421475163
921016860;2964;1006588;339.6045883940621
921016920;1639;483907;295.24527150701647
921016980;3934;1039186;264.155058464667
921017040;2418;521962;215.86517783291976
921017100;2740;746812;272.5591240875912
921017160;2282;1382353;605.7638036809816
921017220;1521;432988;284.6732412886259
921017280;2587;511127;197.5751836103595
921017340;1938;359964;185.73993808049536
921017400;3108;499334;160.66087516087515
921017460;3061;814128;265.96798431885003
921017520;3282;858252;261.50274223034734
921017580;2128;775757;364.54746240601503
921017640;3055;770737;252.28707037643207
921017700;1974;580973;294.31256332320163
921017760;1770;583898;329.8858757062147
921017820;3309;659867;199.41583559987913
921017880;1596;217377;136.20112781954887
921017940;2347;720065;306.8023008095441
921018000;1031;147876;143.42967992240543
921018060;2264;518785;229.1453180212014
921018120;1405;237404;168.9708185053381
921018180;1442;396900;275.24271844660194
921018240;2302;633100;275.0217202432667
921018300;2281;474204;207.893029373082
921018360;2685;612446;228.09906890130353
921018420;1647;195908;118.94839101396478
921018480;1208;212418;175.84271523178808
921018540;3193;602637;188.73692452239274
921018600;979;147553;150.71807967313586
921018660;1735;477827;275.40461095100864
921018720;1595;467707;293.2332288401254
921018780;723;133689;184.90871369294607
921018840;1061;356882;336.36380772855796
921018900;1370;359628;262.5021897810219
921018960;2003;637666;318.3554667998003
921019020;1273;316052;248.27336999214455
921019080;1645;485668;295.238905775076
921019140;1777;407471;229.30275745638716
921019200;947;204857;216.3220696937698
921019260;1203;308605;256.52950955943476
921019320;1320;375753;284.66136363636366
921019380;879;223418;254.17292377701935
921019440;1396;250325;179.31590257879657
921019500;1605;537904;335.14267912772584
921019560;1294;475502;367.46676970633695
921019620;1819;505889;278.11379879054425
921019680;2841;1100341;387.307638155579
921019740;793;218452;275.4754098360656
921019800;2544;905602;355.9756289308176
921019860;1244;319228;256.61414790996787
921019920;1361;336728;247.41219691403379
921019980;2285;942479;412.46345733041574
921020040;2882;827981;287.293893129771
921020100;1821;619136;339.9978034047227
921020160;2011;601690;299.1994032819493
921020220;1112;194801;175.18075539568346
921020280;1544;264245;171.1431347150259
921020340;1160;368403;317.58879310344827
921020400;1907;407727;213.80545359202935
921020460;875;245639;280.73028571428574
921020520;1992;547405;274.80170682730926
921020580;912;185272;203.14912280701753
921020640;1563;306027;195.79462571976967
921020700;1131;369464;326.67020335985853
921020760;1982;420736;212.27850655903129
921020820;932;276567;296.7457081545064
921020880;802;249443;311.02618453865335
921020940;875;272509;311.43885714285716
921021000;1376;505347;367.2579941860465
921021060;1958;785926;401.39223697650664
921021120;845;239973;283.99171597633136
921021180;1151;407979;354.4561251086012
921021240;666;160344;240.75675675675674
921021300;690;171831;249.0304347826087
921021360;1008;284266;282.00992063492066
921021420;611;189285;309.79541734860885
921021480;1851;855290;462.06915180983253
921021540;2794;816001;292.0547602004295
921021600;687;154998;225.61572052401746
921021660;774;218365;282.12532299741605
921021720;717;250049;348.74337517433753
921021780;1901;660742;347.57601262493426
921021840;377;40108;106.38726790450929
921021900;513;193360;376.9200779727096
921021960;434;32840;75.66820276497695
921022020;587;175069;298.2436115843271
921022080;383;88631;231.4125326370757
921022140;2028;587117;289.5054240631164
921022200;428;61245;143.09579439252337
921022260;1296;491504;379.24691358024694
921022320;885;246369;278.38305084745764
921022380;850;76299;89.76352941176471
921022440;470;90488;192.5276595744681
921022500;1387;516527;372.4059120403749
921022560;786;158164;201.2264631043257
921022620;995;207340;208.3819095477387
921022680;1422;300413;211.26090014064698
921022740;556;99641;179.21043165467626
921022800;547;71751;131.17184643510055
921022860;1880;693156;368.7
921022920;206;76136;369.59223300970876
921022980;813;169804;208.8610086100861
921023040;354;56409;159.34745762711864
921023100;615;223654;363.6650406504065
921023160;575;228522;397.4295652173913
921023220;210;14031;66.81428571428572
921023280;357;61315;171.75070028011206
921023340;349;149350;427.9369627507163
921023400;533;160662;301.4296435272045
921023460;280;27659;98.78214285714286
921023520;522;159221;305.02107279693485
921023580;391;24129;61.710997442455245
921023640;111;8603;77.50450450450451
921023700;52;4582;88.11538461538461
921023760;63;4595;72.93650793650794
921023820;749;170193;227.22696929238984
921023880;151;9867;65.34437086092716
921023940;144;9308;64.63888888888889
921024000;305;75461;247.41311475409836
921024060;201;17583;87.4776119402985
921024120;53;5558;104.86792452830188
921024180;273;32501;119.05128205128206
921024240;68;5111;75.16176470588235
921024300;428;26466;61.83644859813084
921024360;579;102985;177.86701208981
921024420;1310;329081;251.20687022900762
921024480;563;178890;317.7442273534636
921024540;461;135540;294.0130151843818
921024600;883;264673;299.7429218573046
921024660;288;80895;280.8854166666667
921024720;475;226651;477.16
921024780;60;4283;71.38333333333334
921024840;470;172924;367.92340425531916
921024900;648;136477;210.61265432098764
921024960;27;2749;101.81481481481481
921025020;256;67689;264.41015625
921025080;718;162796;226.73537604456826
921025140;555;133159;239.92612612612612
921025200;432;94415;218.55324074074073
921025260;127;13972;110.01574803149606
921025320;606;37207;61.397689768976896
921025380;95;6340;66.73684210526316
921025440;246;25543;103.83333333333333
921025500;821;106518;129.74177831912303
921025560;394;89075;226.07868020304568
921025620;580;117749;203.0155172413793
921025680;453;48867;107.87417218543047
921025740;559;83994;150.25760286225403
921025800;517;102200;197.678916827853
921025860;175;11492;65.66857142857143
921025920;568;96205;169.375
921025980;652;154766;237.37116564417178
921026040;470;47781;101.66170212765958
921026100;76;5245;69.01315789473684
921026160;303;114278;377.1551155115512
921026220;437;156241;357.5308924485126
921026280;851;252335;296.5158636897767
921026340;503;146384;291.02186878727633
921026400;377;102117;270.86737400530507
921026460;1813;412962;227.77826806398235
921026520;985;93833;95.26192893401016
921026580;1568;182401;116.32716836734694
921026640;858;111958;130.48717948717947
921026700;832;107166;128.80528846153845
921026760;399;68438;171.52380952380952
921026820;436;81295;186.45642201834863
921026880;410;41754;101.8390243902439
921026940;1364;193411;141.79692082111438
921027000;1678;217166;129.41954707985698
921027060;1184;87395;73.8133445945946
921027120;545;83133;152.53761467889908
921027180;795;149469;188.011320754717
921027240;336;115218;342.9107142857143
921027300;816;56902;69.7328431372549
921027360;1312;208917;159.23551829268294
921027420;878;193669;220.57972665148063
921027480;32;2692;84.125
921027540;494;274948;556.5748987854251
921027600;338;120102;355.3313609467456
921027660;213;80311;377.0469483568075
921027720;462;143858;311.3809523809524
921027780;1009;200860;199.06838453914767
921027840;220;19209;87.31363636363636
921027900;169;46751;276.63313609467457
921027960;350;28131;80.37428571428572
921028020;2763;3291100;1191.1328266377127
921028080;571;53853;94.31348511383537
921028140;221;14427;65.28054298642535
921028200;562;101028;179.76512455516016
921028260;52;3834;73.73076923076923
921028320;65;4693;72.2
921028380;115;7611;66.18260869565218
921028440;35;2890;82.57142857142857
921028500;261;16408;62.86590038314176
921028560;29;3003;103.55172413793103
921028620;246;15420;62.68292682926829
921028680;30;2572;85.73333333333333
921028740;40;3028;75.7
921028800;772;215492;279.13471502590676
921028860;290;24811;85.5551724137931
921028920;152;9867;64.91447368421052
921028980;445;67016;150.59775280898876
921029040;240;15618;65.075
921029100;508;209805;413.001968503937
921029160;26;2350;90.38461538461539
921029220;131;50363;384.4503816793893
921029280;378;144297;381.73809523809524
921029340;248;113832;459
921029400;93;29001;311.83870967741933
921029460;154;10153;65.92857142857143
921029520;123;29389;238.9349593495935
921029580;395;66317;167.89113924050633
921029640;53;15916;300.3018867924528
921029700;268;58673;218.92910447761193
921029760;294;65394;222.42857142857142
921029820;396;43870;110.78282828282828
921029880;567;163558;288.4620811287478
921029940;184;12008;65.26086956521739
921030000;596;214039;359.1258389261745
921030060;578;35590;61.57439446366782
921030120;1223;389414;318.40883074407196
921030180;861;517040;600.5110336817654
921030240;495;214643;433.6222222222222
921030300;390;142501;365.3871794871795
921030360;143;29754;208.06993006993008
921030420;25;2140;85.6
921030480;494;31863;64.5
921030540;942;59937;63.62738853503185
921030600;310;20560;66.3225806451613
921030660;192;18326;95.44791666666667
921030720;604;37195;61.58112582781457
921030780;218;14452;66.29357798165138
921030840;529;33684;63.67485822306238
921030900;204;12942;63.44117647058823
921030960;171;11183;65.39766081871345
921031020;48;3732;77.75
921031080;106;7271;68.59433962264151
921031140;112;7852;70.10714285714286
921031200;61;6301;103.29508196721312
921031260;47;3872;82.38297872340425
921031320;56;4200;75
921031380;377;38806;102.93368700265252
921031440;111;7777;70.06306306306307
921031500;104;6877;66.125
921031560;206;17376;84.3495145631068
921031620;28;2368;84.57142857142857
921031680;231;14535;62.922077922077925
921031740;106;10160;95.84905660377359
921031800;37;3046;82.32432432432432
921031860;197;13401;68.0253807106599
921031920;144;9497;65.95138888888889
921031980;29;2362;81.44827586206897
921032040;86;5977;69.5
921032100;419;26079;62.24105011933174
921032160;140;9493;67.80714285714286
921032220;256;16020;62.578125
921032280;168;10872;64.71428571428571
921032340;138;8944;64.81159420289855
921032400;267;16794;62.89887640449438
921032460;312;25355;81.26602564102564
921032520;404;24970;61.806930693069305
921032580;249;15630;62.7710843373494
921032640;29;2798;96.48275862068965
921032700;367;22522;61.36784741144414
921032760;113;7570;66.99115044247787
921032820;94;6501;69.15957446808511
921032880;151;9850;65.23178807947019
921032940;34;2680;78.82352941176471
921033000;238;15096;63.42857142857143
921033060;261;16572;63.49425287356322
921033120;125;8302;66.416
921033180;392;24142;61.58673469387755
921033240;190;12172;64.06315789473685
921033300;81;5500;67.90123456790124
921033360;323;26384;81.6842105263158
921033420;34;2716;79.88235294117646
921033480;148;9614;64.95945945945945
921033540;249;16073;64.55020080321285
921033600;27;2350;87.03703703703704
921033660;243;15108;62.17283950617284
921033720;245;15498;63.25714285714286
921033780;238;14920;62.6890756302521
921033840;493;31200;63.28600405679513
921033900;179;42360;236.64804469273744
921033960;404;26055;64.49257425742574
921034020;392;24175;61.670918367346935
921034080;350;23150;66.14285714285714
921034140;417;25690;61.60671462829736
921034200;541;33232;61.42698706099815
921034260;395;31665;80.16455696202532
921034320;207;23746;114.71497584541063
921034380;420;25822;61.48095238095238
921034440;138;11762;85.23188405797102
921034500;134;8680;64.77611940298507
921034560;124;8196;66.09677419354838
921034620;233;14482;62.15450643776824
921034680;28;2470;88.21428571428571
921034740;33;2584;78.3030303030303
921034800;46;3496;76
921034860;478;40074;83.83682008368201
921034920;116;7750;66.8103448275862
921034980;318;35437;111.437106918239
921035040;284;20937;73.72183098591549
921035100;46;3382;73.52173913043478
921035160;479;38286;79.92901878914405
